0.0241    1.0504    0.000249    0.0 
0.64	  0.44      0.30        0.0
0.54      0.14      0.42        0.0
1.7e-8    1.7e-8    1.65e-8     0.0	
0.520	  8.4e-3    -6.0e-5     0.235
0.469     8.3e-3    -5.6e-5     0.522
0.36      1.4e-2    -8.0e-5     -0.99
-0.747    1.91e-2   4.0e-6      1.49 
0.91      -3.03e-2  1.08e-4     1.03 
0.9503    7.586e-3  -7.133e-5   0.0
3.363     -0.0411   1.709e-4    0.0
0.361     0.0       0.0         0.0
-6.124    0.1144    -3.832e-4   0.0
4.68      -0.0905   3.797e-4    0.0
